Strategy,Sharpe,CAGR,MaxDD,Worst5Y,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,Y2022,Trades,Rebalances
Original: MD(40/120),0.8728427692993649,0.23211208003561223,-0.5057982661457524,-0.009113114308973103,0.7146707244116912,0.18919255034396487,-0.32864162939863995,-15.243889076732387,34,1009
A2: VIX+MD(60/180),0.9119444963486277,0.23824355236294648,-0.46039732668497385,-0.0037072236277004844,0.7729679920310214,0.20123976587661008,-0.3422911497816331,-18.9580807907879,34,997
D1: DualDD+A2,0.8864642421446364,0.22761459182796195,-0.46039732668497463,-0.021041386167135467,0.7341803113280049,0.1839668959067966,-0.34610201821908393,-19.427650406465556,68,981
D1b: DualDD(tight)+A2,0.849038213593027,0.21184053389227153,-0.4782402377358298,-0.024899657548742238,0.8347942290242444,0.21330432195057902,-0.2872027984905373,-19.022879726635367,113,984
D2: RollSharpe+A2,0.8889545926126166,0.22979808058780216,-0.48647023884965535,-0.0502354503714334,0.7707720398133255,0.20610723100675288,-0.3526245878521288,-19.687374782219237,34,1109
D2b: SharpeBinary+A2,0.8787988437842469,0.22284956278571166,-0.47089524857816745,-0.06873432244403499,0.838624190048946,0.2241964137450534,-0.34282404218088036,-18.32728632368751,34,1087
D3: ATR-DD+A2,0.8840413257358972,0.23091373267098803,-0.46233970660024604,-0.006525707971509531,0.7905991687168559,0.21012406656271732,-0.3543460698176297,-20.443470344701232,30,1020
Combo: DualDD+Sharpe+A2,0.8795877726058735,0.2247660005620422,-0.4797546771865041,-0.03817374137873786,0.7439874114473239,0.1921030663519323,-0.3545762948993514,-19.92950124188576,68,1082
Combo: ATR+Sharpe+A2,0.8623622224732456,0.222004455649357,-0.479321689528169,-0.05991078338485123,0.7610317433264588,0.20253128418474287,-0.3584479816927565,-20.409818109910894,30,1121
